mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2
25	25	192	192	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
25	25	192	192	4.0	1	1	Chord	4/2	21	1	1	1	1	258										
26	26	196	196	1.0	0	0	Chord	4/2	3	1	1/4	1/4	1	259	Sor-									
26	26	197	197	1.0	1/4	1/4	Chord	4/2	3	1	1/4	1/4	1	260	-gi,									
26	26	199	199	0.5	3/4	3/4	Chord	4/2	3	1	1/8	1/8	1	261	e									
26	26	399/2	399/2	0.5	7/8	7/8	Chord	4/2	3	1	1/8	1/8	1	262	la									
26	26	200	200	1.5	1	1	Chord	4/2	3	1	3/8	1/4	3/2	263	notte									
26	26	403/2	403/2	0.5	11/8	11/8	Chord	4/2	3	1	1/8	1/8	1	264	om-									
26	26	202	202	2.0	3/2	3/2	Chord	4/2	3	1	1/2	1/2	1	265	-bro-									
26	26	196	196	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	266										
26	26	198	198	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	267										
26	26	200	200	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	6	
26	26	200	200	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	268										
26	26	202	202	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	269										
27	27	204	204	2.0	0	0	Chord	4/2	3	1	1/2	1/2	1	270										
27	27	206	206	2.0	1/2	1/2	Chord	4/2	3	1	1/2	1/2	1	271	-sa									
27	27	417/2	417/2	0.5	9/8	9/8	Chord	4/2	3	1	1/8	1/8	1	272	Di									
27	27	209	209	0.5	5/4	5/4	Chord	4/2	3	1	1/8	1/8	1	273	va-									
27	27	419/2	419/2	0.5	11/8	11/8	Chord	4/2	3	1	1/8	1/8	1	274	-ga									
27	27	210	210	1.0	3/2	3/2	Chord	4/2	3	1	1/4	1/4	1	275	lu-									
27	27	211	211	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	276	-ce									
27	27	204	204	4.0	0	0	Chord	4/2	21	1	1	1	1	277										
27	27	208	208	0.0	1	1	FiguredBass	4/2	21	1	0											1	b	
27	27	208	208	4.0	1	1	Chord	4/2	21	1	1	1	1	278										
28	28	212	212	1.0	0	0	Chord	4/2	3	1	1/4	1/4	1	279	scin-									
28	28	213	213	1.0	1/4	1/4	Chord	4/2	3	1	1/4	1/4	1	280	-ti-									
28	28	214	214	0.5	1/2	1/2	Chord	4/2	3	1	1/8	1/8	1	281	-llan									
28	28	429/2	429/2	0.5	5/8	5/8	Chord	4/2	3	1	1/8	1/8	1	282										
28	28	215	215	0.5	3/4	3/4	Chord	4/2	3	1	1/8	1/8	1	283										
28	28	431/2	431/2	0.5	7/8	7/8	Chord	4/2	3	1	1/8	1/8	1	284										
28	28	216	216	1.0	1	1	Chord	4/2	3	1	1/4	1/4	1	285	do									
28	28	217	217	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	286	in-									
28	28	218	218	2.0	3/2	3/2	Chord	4/2	3	1	1/2	1/2	1	287	-do-									
28	28	212	212	3.0	0	0	Chord	4/2	21	1	3/4	1/2	3/2	288										
28	28	215	215	1.0	3/4	3/4	Chord	4/2	21	1	1/4	1/4	1	289										
28	28	216	216	0.0	1	1	FiguredBass	4/2	21	1	0											1/4	10	
28	28	216	216	4.0	1	1	Chord	4/2	21	1	1	1	1	290										
28	28	217	217	0.0	5/4	5/4	FiguredBass	4/2	21	1	0											1/4	11	
28	28	218	218	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/2	10	
29	29	220	220	4.0	0	0	Chord	4/2	3	1	1	1	1	291	-ra									
29	29	224	224	1.0	1	1	Chord	4/2	3	1	1/4	1/4	1	292	ven-									
29	29	225	225	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	293	-ga									
29	29	226	226	0.5	3/2	3/2	Chord	4/2	3	1	1/8	1/8	1	294										
29	29	453/2	453/2	0.5	13/8	13/8	Chord	4/2	3	1	1/8	1/8	1	295	deh									
29	29	227	227	0.5	7/4	7/4	Chord	4/2	3	1	1/8	1/8	1	296	ve-									
29	29	455/2	455/2	0.5	15/8	15/8	Chord	4/2	3	1	1/8	1/8	1	297	-gao									
29	29	220	220	4.0	0	0	Chord	4/2	21	1	1	1	1	298										
29	29	224	224	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
29	29	224	224	4.0	1	1	Chord	4/2	21	1	1	1	1	299										
30	30	228	228	0.5	0	0	Chord	4/2	3	1	1/8	1/8	1	300	mai									
30	30	457/2	457/2	0.5	1/8	1/8	Chord	4/2	3	1	1/8	1/8	1	301	la									
30	30	229	229	0.5	1/4	1/4	Chord	4/2	3	1	1/8	1/8	1	302	be-									
30	30	459/2	459/2	0.5	3/8	3/8	Chord	4/2	3	1	1/8	1/8	1	303	-lla									
30	30	230	230	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	304	spo-									
30	30	231	231	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	305	-sa									
30	30	233	233	0.5	5/4	5/4	Chord	4/2	3	1	1/8	1/8	1	306	Tra'l									
30	30	467/2	467/2	0.5	11/8	11/8	Chord	4/2	3	1	1/8	1/8	1	307	no-									
30	30	234	234	1.0	3/2	3/2	Chord	4/2	3	1	1/4	1/4	1	308	-ttur-									
30	30	235	235	0.5	7/4	7/4	Chord	4/2	3	1	1/8	1/8	1	309	-no									
30	30	471/2	471/2	0.5	15/8	15/8	Chord	4/2	3	1	1/8	1/8	1	310	si-									
30	30	228	228	8.0	0	0	Chord	4/2	21	1	2	2	1	311										
31	31	236	236	1.5	0	0	Chord	4/2	3	1	3/8	1/4	3/2	312	-len-									
31	31	475/2	475/2	0.5	3/8	3/8	Chord	4/2	3	1	1/8	1/8	1	313	-tio,									
31	31	238	238	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	314	eliet									
31	31	239	239	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	315	'orr-									
31	31	240	240	2.0	1	1	Chord	4/2	3	1	1/2	1/2	1	316	-o-									
31	31	242	242	1.0	3/2	3/2	Chord	4/2	3	1	1/4	1/4	1	317	-ri									
31	31	243	243	0.5	7/4	7/4	Chord	4/2	3	1	1/8	1/8	1	318	A									
31	31	487/2	487/2	0.5	15/8	15/8	Chord	4/2	3	1	1/8	1/8	1	319	tem-									
31	31	236	236	4.0	0	0	Chord	4/2	21	1	1	1	1	320										
31	31	240	240	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	#	
31	31	240	240	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	321										
31	31	242	242	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/2	#	
31	31	242	242	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	322										
32	32	244	244	1.0	0	0	Chord	4/2	3	1	1/4	1/4	1	323	-prar-									
32	32	245	245	0.5	1/4	1/4	Chord	4/2	3	1	1/8	1/8	1	324	-tan-									
32	32	491/2	491/2	0.5	3/8	3/8	Chord	4/2	3	1	1/8	1/8	1	325	-te									
32	32	246	246	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	326	fiam'									
32	32	247	247	1.0	3/4	3/4	Chord	4/2	3	1	1/4	1/4	1	327	e									
32	32	248	248	2.0	1	1	Chord	4/2	3	1	1/2	1/2	1	328	tant'									
32	32	250	250	0.25	3/2	3/2	Chord	4/2	3	1	1/16	1/16	1	329	ar-									
32	32	1001/4	1001/4	0.25	25/16	25/16	Chord	4/2	3	1	1/16	1/16	1	330										
32	32	501/2	501/2	0.25	13/8	13/8	Chord	4/2	3	1	1/16	1/16	1	331										
32	32	1003/4	1003/4	0.25	27/16	27/16	Chord	4/2	3	1	1/16	1/16	1	332										
32	32	251	251	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	333										
32	32	244	244	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	334										
32	32	246	246	1.0	1/2	1/2	Chord	4/2	21	1	1/4	1/4	1	335										
32	32	247	247	1.0	3/4	3/4	Chord	4/2	21	1	1/4	1/4	1	336										
32	32	248	248	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	337										
32	32	250	250	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/2	#6	
32	32	250	250	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	338										
33	33	252	252	4.0	0	0	Chord	4/2	3	1	1	1	1	339	-do-									
33	33	256	256	4.0	1	1	Chord	4/2	3	1	1	1	1	340	-ri.									
33	33	252	252	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
33	33	252	252	4.0	0	0	Chord	4/2	21	1	1	1	1	341										
33	33	256	256	4.0	1	1	Chord	4/2	21	1	1	1	1	342										
34	34	262	262	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	343	Sia									
34	34	264	264	1.0	1	1	Chord	4/2	2	1	1/4	1/4	1	344										
34	34	265	265	0.5	5/4	5/4	Chord	4/2	2	1	1/8	1/8	1	345	pur									
34	34	531/2	531/2	0.5	11/8	11/8	Chord	4/2	2	1	1/8	1/8	1	346	lo-									
34	34	266	266	1.5	3/2	3/2	Chord	4/2	2	1	3/8	1/4	3/2	347	-dato									
34	34	535/2	535/2	0.5	15/8	15/8	Chord	4/2	2	1	1/8	1/8	1	348	il									
34	34	260	260	4.0	0	0	Chord	4/2	21	1	1	1	1	349										
34	34	264	264	1.0	1	1	Chord	4/2	21	1	1/4	1/4	1	350										
34	34	265	265	1.0	5/4	5/4	Chord	4/2	21	1	1/4	1/4	1	351										
34	34	266	266	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	352										
35	35	268	268	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	353	ciel									
35	35	541/2	541/2	0.5	5/8	5/8	Chord	4/2	2	1	1/8	1/8	1	354	lo-									
35	35	271	271	0.5	3/4	3/4	Chord	4/2	2	1	1/8	1/8	1	355	-da-									
35	35	543/2	543/2	0.5	7/8	7/8	Chord	4/2	2	1	1/8	1/8	1	356	-to									
35	35	272	272	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	357	A-									
35	35	274	274	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	358	-more									
35	35	268	268	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	359										
35	35	270	270	1.0	1/2	1/2	Chord	4/2	21	1	1/4	1/4	1	360										
35	35	271	271	0.5	3/4	3/4	Chord	4/2	21	1	1/8	1/8	1	361										
35	35	543/2	543/2	0.5	7/8	7/8	Chord	4/2	21	1	1/8	1/8	1	362										
35	35	272	272	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	363										
35	35	274	274	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	364										
36	36	553/2	553/2	0.5	1/8	1/8	Chord	4/2	2	1	1/8	1/8	1	365	che									
36	36	277	277	0.5	1/4	1/4	Chord	4/2	2	1	1/8	1/8	1	366	d'all-									
36	36	555/2	555/2	0.5	3/8	3/8	Chord	4/2	2	1	1/8	1/8	1	367	-eg-									
36	36	278	278	1.5	1/2	1/2	Chord	4/2	2	1	3/8	1/4	3/2	368	-re-									
36	36	559/2	559/2	0.5	7/8	7/8	Chord	4/2	2	1	1/8	1/8	1	369	-zza									
36	36	280	280	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	370	col-									
36	36	282	282	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	371	-mo									
36	36	276	276	3.0	0	0	Chord	4/2	21	1	3/4	1/2	3/2	372										
36	36	279	279	0.0	3/4	3/4	FiguredBass	4/2	21	1	0											1/4	h	
36	36	279	279	1.0	3/4	3/4	Chord	4/2	21	1	1/4	1/4	1	373										
36	36	280	280	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	374										
36	36	282	282	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	375										
37	37	569/2	569/2	0.5	1/8	1/8	Chord	4/2	2	1	1/8	1/8	1	376	Pur									
37	37	285	285	0.5	1/4	1/4	Chord	4/2	2	1	1/8	1/8	1	377	ne-									
37	37	571/2	571/2	0.5	3/8	3/8	Chord	4/2	2	1	1/8	1/8	1	378	-lla									
37	37	286	286	1.0	1/2	1/2	Chord	4/2	2	1	1/4	1/4	1	379	frot									
37	37	287	287	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	380	'un									
37	37	288	288	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	381	di-									
37	37	290	290	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	382	-ti									
37	37	291	291	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	383	vidd-									
37	37	284	284	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	384										
37	37	286	286	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1	6	
37	37	286	286	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	385										
37	37	288	288	4.0	1	1	Chord	4/2	21	1	1	1	1	386										
37	37	290	290	0.0	3/2	3/2	FiguredBass	4/2	21	1	0											1/2	6	
38	38	292	292	1.0	0	0	Chord	4/2	2	1	1/4	1/4	1	387										
38	38	293	293	1.0	1/4	1/4	Chord	4/2	2	1	1/4	1/4	1	388	-il-									
38	38	294	294	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	389	-co-									
38	38	296	296	4.0	1	1	Chord	4/2	2	1	1	1	1	390	-re									
38	38	292	292	0.0	0	0	FiguredBass	4/2	21	1	0											1/4	#	
38	38	292	292	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	391										
38	38	293	293	0.0	1/4	1/4	FiguredBass	4/2	21	1	0											1/4	11	
38	38	294	294	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/4	11	
38	38	294	294	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	392										
38	38	295	295	0.0	3/4	3/4	FiguredBass	4/2	21	1	0											1/4	#	
38	38	296	296	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
38	38	296	296	4.0	1	1	Chord	4/2	21	1	1	1	1	393										
39	39	300	300	2.0	0	0	Chord	4/2	3	1	1/2	1/2	1	394	O									
39	39	302	302	1.5	1/2	1/2	Chord	4/2	3	1	3/8	1/4	3/2	395	mio									
39	39	607/2	607/2	0.5	7/8	7/8	Chord	4/2	3	1	1/8	1/8	1	396	fe-									
39	39	304	304	2.0	1	1	Chord	4/2	3	1	1/2	1/2	1	397	-del									
39	39	307	307	1.0	7/4	7/4	Chord	4/2	3	1	1/4	1/4	1	398	ne									
39	39	300	300	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	b	
39	39	300	300	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	399										
39	39	302	302	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	400										
39	39	304	304	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
39	39	304	304	4.0	1	1	Chord	4/2	21	1	1	1	1	401										
40	40	308	308	2.0	0	0	Chord	4/2	3	1	1/2	1/2	1	402	pur									
40	40	310	310	1.0	1/2	1/2	Chord	4/2	3	1	1/4	1/4	1	403	pi-									
40	40	311	311	0.5	3/4	3/4	Chord	4/2	3	1	1/8	1/8	1	404	-ccio									
40	40	623/2	623/2	0.5	7/8	7/8	Chord	4/2	3	1	1/8	1/8	1	405	la									
40	40	312	312	1.0	1	1	Chord	4/2	3	1	1/4	1/4	1	406	sti-									
40	40	313	313	0.5	5/4	5/4	Chord	4/2	3	1	1/8	1/8	1	407	-lla									
40	40	627/2	627/2	0.5	11/8	11/8	Chord	4/2	3	1	1/8	1/8	1	408	A									
40	40	314	314	0.5	3/2	3/2	Chord	4/2	3	1	1/8	1/8	1	409	gl'o-									
40	40	629/2	629/2	0.5	13/8	13/8	Chord	4/2	3	1	1/8	1/8	1	410	-cchi									
40	40	315	315	0.75	7/4	7/4	Chord	4/2	3	1	3/16	1/8	3/2	411	tuoi-									
40	40	1263/4	1263/4	0.25	31/16	31/16	Chord	4/2	3	1	1/16	1/16	1	412	-tras-									
40	40	308	308	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
40	40	308	308	4.0	0	0	Chord	4/2	21	1	1	1	1	413										
40	40	312	312	0.0	1	1	FiguredBass	4/2	21	1	0											1/2	b	
40	40	312	312	4.0	1	1	Chord	4/2	21	1	1	1	1	414										
41	41	316	316	1.0	0	0	Chord	4/2	3	1	1/4	1/4	1	415	-pa-									
41	41	317	317	0.5	1/4	1/4	Chord	4/2	3	1	1/8	1/8	1	416	-re									
41	41	635/2	635/2	0.5	3/8	3/8	Chord	4/2	3	1	1/8	1/8	1	417	dell-									
41	41	318	318	0.5	1/2	1/2	Chord	4/2	3	1	1/8	1/8	1	418	-'in-									
41	41	637/2	637/2	0.5	5/8	5/8	Chord	4/2	3	1	1/8	1/8	1	419	-fi-									
41	41	319	319	0.5	3/4	3/4	Chord	4/2	3	1	1/8	1/8	1	420	-ni									
41	41	639/2	639/2	0.5	7/8	7/8	Chord	4/2	3	1	1/8	1/8	1	421	to									
41	41	320	320	1.0	1	1	Chord	4/2	3	1	1/4	1/4	1	422	ma-									
41	41	321	321	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	423	-re									
41	41	645/2	645/2	0.5	13/8	13/8	Chord	4/2	3	1	1/8	1/8	1	424	Che-									
41	41	323	323	0.5	7/4	7/4	Chord	4/2	3	1	1/8	1/8	1	425	-di-									
41	41	647/2	647/2	0.5	15/8	15/8	Chord	4/2	3	1	1/8	1/8	1	426	-dol									
41	41	316	316	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	#	
41	41	316	316	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	427										
41	41	318	318	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	#	
41	41	318	318	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	428										
41	41	320	320	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	429										
41	41	322	322	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	430										
42	42	324	324	1.5	0	0	Chord	4/2	3	1	3/8	1/4	3/2	431	ce-									
42	42	651/2	651/2	0.5	3/8	3/8	Chord	4/2	3	1	1/8	1/8	1	432	-zzaa-									
42	42	326	326	1.5	1/2	1/2	Chord	4/2	3	1	3/8	1/4	3/2	433	-mor									
42	42	655/2	655/2	0.5	7/8	7/8	Chord	4/2	3	1	1/8	1/8	1	434	nel									
42	42	328	328	1.0	1	1	Chord	4/2	3	1	1/4	1/4	1	435	cor									
42	42	329	329	1.0	5/4	5/4	Chord	4/2	3	1	1/4	1/4	1	436	mi									
42	42	330	330	2.0	3/2	3/2	Chord	4/2	3	1	1/2	1/2	1	437	sti-									
42	42	324	324	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	b	
42	42	324	324	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	438										
42	42	326	326	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	b	
42	42	326	326	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	439										
42	42	328	328	0.0	1	1	FiguredBass	4/2	21	1	0											1	#	
42	42	328	328	4.0	1	1	Chord	4/2	21	1	1	1	1	440										
43	43	336	336	1.0	1	1	Chord	4/2	2	1	1/4	1/4	1	441	Hor									
43	43	337	337	0.5	5/4	5/4	Chord	4/2	2	1	1/8	1/8	1	442	non									
43	43	675/2	675/2	0.5	11/8	11/8	Chord	4/2	2	1	1/8	1/8	1	443	ti									
43	43	338	338	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	444	riede									
43	43	339	339	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	445	in									
43	43	332	332	4.0	0	0	Chord	4/2	3	1	1	1	1	446	-lla									
43	43	332	332	0.0	0	0	FiguredBass	4/2	21	1	0											1	#	
43	43	332	332	4.0	0	0	Chord	4/2	21	1	1	1	1	447										
43	43	336	336	4.0	1	1	Chord	4/2	21	1	1	1	1	448										
44	44	340	340	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	449	men-									
44	44	342	342	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	450	-te									
44	44	344	344	1.0	1	1	Chord	4/2	2	1	1/4	1/4	1	451	Quan-									
44	44	345	345	0.5	5/4	5/4	Chord	4/2	2	1	1/8	1/8	1	452	-do									
44	44	691/2	691/2	0.5	11/8	11/8	Chord	4/2	2	1	1/8	1/8	1	453	fra									
44	44	346	346	1.5	3/2	3/2	Chord	4/2	2	1	3/8	1/4	3/2	454	tan-									
44	44	695/2	695/2	0.5	15/8	15/8	Chord	4/2	2	1	1/8	1/8	1	455	-te									
44	44	340	340	4.0	0	0	Chord	4/2	21	1	1	1	1	456										
44	44	344	344	4.0	1	1	Chord	4/2	21	1	1	1	1	457										
45	45	348	348	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	458	pe-									
45	45	350	350	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	459	-ne									
45	45	705/2	705/2	0.5	9/8	9/8	Chord	4/2	2	1	1/8	1/8	1	460	Io									
45	45	353	353	0.5	5/4	5/4	Chord	4/2	2	1	1/8	1/8	1	461	ti									
45	45	707/2	707/2	0.5	11/8	11/8	Chord	4/2	2	1	1/8	1/8	1	462	di-									
45	45	354	354	1.5	3/2	3/2	Chord	4/2	2	1	3/8	1/4	3/2	463	-cea									
45	45	711/2	711/2	0.5	15/8	15/8	Chord	4/2	2	1	1/8	1/8	1	464	so-									
45	45	348	348	4.0	0	0	Chord	4/2	21	1	1	1	1	465										
45	45	352	352	4.0	1	1	Chord	4/2	21	1	1	1	1	466										
46	46	356	356	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	467	-ven-									
46	46	358	358	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	468	-te									
46	46	360	360	1.0	1	1	Chord	4/2	2	1	1/4	1/4	1	469	ar-									
46	46	361	361	0.5	5/4	5/4	Chord	4/2	2	1	1/8	1/8	1	470	-mat									
46	46	723/2	723/2	0.5	11/8	11/8	Chord	4/2	2	1	1/8	1/8	1	471	'il									
46	46	362	362	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	472	cor									
46	46	356	356	4.0	0	0	Chord	4/2	21	1	1	1	1	473										
46	46	360	360	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	474										
46	46	362	362	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	475										
47	47	364	364	0.5	0	0	Chord	4/2	2	1	1/8	1/8	1	476										
47	47	729/2	729/2	0.5	1/8	1/8	Chord	4/2	2	1	1/8	1/8	1	477	di									
47	47	365	365	0.5	1/4	1/4	Chord	4/2	2	1	1/8	1/8	1	478	ge-									
47	47	731/2	731/2	0.5	3/8	3/8	Chord	4/2	2	1	1/8	1/8	1	479	-ne-									
47	47	366	366	1.5	1/2	1/2	Chord	4/2	2	1	3/8	1/4	3/2	480	-ro-									
47	47	735/2	735/2	0.5	7/8	7/8	Chord	4/2	2	1	1/8	1/8	1	481	-sa									
47	47	368	368	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	482	spe-									
47	47	370	370	2.0	3/2	3/2	Chord	4/2	2	1	1/2	1/2	1	483	-me									
47	47	364	364	0.0	0	0	FiguredBass	4/2	21	1	0											1/2	5	
47	47	364	364	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	484										
47	47	366	366	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	#6	
47	47	366	366	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	485										
47	47	368	368	4.0	1	1	Chord	4/2	21	1	1	1	1	486										
48	48	745/2	745/2	0.5	1/8	1/8	Chord	4/2	2	1	1/8	1/8	1	487	Che-									
48	48	373	373	0.5	1/4	1/4	Chord	4/2	2	1	1/8	1/8	1	488	-de									
48	48	747/2	747/2	0.5	3/8	3/8	Chord	4/2	2	1	1/8	1/8	1	489	fe-									
48	48	374	374	1.5	1/2	1/2	Chord	4/2	2	1	3/8	1/4	3/2	490	-de-									
48	48	751/2	751/2	0.5	7/8	7/8	Chord	4/2	2	1	1/8	1/8	1	491	-lia									
48	48	376	376	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	492	man-									
48	48	378	378	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	493	-ti									
48	48	379	379	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	494	non									
48	48	372	372	4.0	0	0	Chord	4/2	21	1	1	1	1	495										
48	48	376	376	4.0	1	1	Chord	4/2	21	1	1	1	1	496										
49	49	380	380	1.5	0	0	Chord	4/2	2	1	3/8	1/4	3/2	497	po-									
49	49	763/2	763/2	0.5	3/8	3/8	Chord	4/2	2	1	1/8	1/8	1	498	-no									
49	49	382	382	2.0	1/2	1/2	Chord	4/2	2	1	1/2	1/2	1	499	alfin									
49	49	384	384	0.5	1	1	Chord	4/2	2	1	1/8	1/8	1	500										
49	49	769/2	769/2	0.5	9/8	9/8	Chord	4/2	2	1	1/8	1/8	1	501	de-									
49	49	385	385	0.5	5/4	5/4	Chord	4/2	2	1	1/8	1/8	1	502	-lle									
49	49	771/2	771/2	0.5	11/8	11/8	Chord	4/2	2	1	1/8	1/8	1	503	don-									
49	49	386	386	1.5	3/2	3/2	Chord	4/2	2	1	3/8	1/4	3/2	504	-ze-									
49	49	775/2	775/2	0.5	15/8	15/8	Chord	4/2	2	1	1/8	1/8	1	505	-llei									
49	49	380	380	4.0	0	0	Chord	4/2	21	1	1	1	1	506										
49	49	384	384	4.0	1	1	Chord	4/2	21	1	1	1	1	507										
50	50	388	388	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	508	co-									
50	50	390	390	1.0	1/2	1/2	Chord	4/2	2	1	1/4	1/4	1	509	-ri									
50	50	391	391	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	510	Sen-									
50	50	392	392	2.0	1	1	Chord	4/2	2	1	1/2	1/2	1	511	-tir									
50	50	394	394	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	512	fen-									
50	50	395	395	0.5	7/4	7/4	Chord	4/2	2	1	1/8	1/8	1	513	-za									
50	50	791/2	791/2	0.5	15/8	15/8	Chord	4/2	2	1	1/8	1/8	1	514	pie-									
50	50	388	388	4.0	0	0	Chord	4/2	21	1	1	1	1	515										
50	50	392	392	2.0	1	1	Chord	4/2	21	1	1/2	1/2	1	516										
50	50	394	394	2.0	3/2	3/2	Chord	4/2	21	1	1/2	1/2	1	517										
51	51	396	396	2.0	0	0	Chord	4/2	2	1	1/2	1/2	1	518	-ta									
51	51	398	398	1.0	1/2	1/2	Chord	4/2	2	1	1/4	1/4	1	519	le-									
51	51	399	399	1.0	3/4	3/4	Chord	4/2	2	1	1/4	1/4	1	520	-vo-									
51	51	400	400	1.0	1	1	Chord	4/2	2	1	1/4	1/4	1	521										
51	51	401	401	1.0	5/4	5/4	Chord	4/2	2	1	1/4	1/4	1	522	-ce									
51	51	402	402	1.0	3/2	3/2	Chord	4/2	2	1	1/4	1/4	1	523	ei									
51	51	403	403	1.0	7/4	7/4	Chord	4/2	2	1	1/4	1/4	1	524	pian-									
51	51	396	396	2.0	0	0	Chord	4/2	21	1	1/2	1/2	1	525										
51	51	398	398	0.0	1/2	1/2	FiguredBass	4/2	21	1	0											1/2	6	
51	51	398	398	2.0	1/2	1/2	Chord	4/2	21	1	1/2	1/2	1	526										
